review_id,order_id,customer_id,product_id,review_date,rating,review_title,verified_purchase
203,434344,2424,12253,2023-10-03,3,Poor,Yes
204,443288,7843,14653,2026-03-21,4,Excellent,Yes
205,286298,73135,18599,2023-04-19,5,Poor,No
206,319412,44957,10958,2023-05-15,5,Poor,No
207,389442,98047,175,2025-05-17,5,Good,Yes
208,174001,35810,12861,2025-09-06,4,Value for Money,Yes
209,80734,16628,6955,2023-11-11,2,Excellent,Yes
210,31370,38838,14162,2023-09-08,5,Disappointed,Yes
211,223922,81947,14220,2023-01-09,5,Excellent,Yes
212,234915,31744,8434,2022-01-13,5,Good,Yes
213,107472,81021,7502,2025-06-25,4,Average,No
214,230704,10546,604,2026-07-17,5,Disappointed,Yes
215,26010,18145,9601,2023-09-18,4,Average,Yes
216,282031,69036,9884,2022-01-13,4,Excellent,Yes
217,477671,33764,1520,2022-11-13,5,Poor,Yes
218,332976,53125,489,2022-08-10,2,Excellent,Yes
219,384687,6393,2573,2024-12-07,5,Value for Money,Yes
220,329982,20529,3938,2022-10-24,5,Good,Yes
221,14713,41053,7794,2022-06-27,4,Disappointed,Yes
222,288955,72630,13936,2023-09-08,5,Poor,Yes
223,172900,11683,5735,2024-06-01,4,Poor,Yes
224,363484,27505,3321,2022-01-11,4,Great,No
225,40866,6674,9798,2023-02-17,5,,Yes
226,300213,41725,17229,2022-02-26,4,Average,Yes
227,54592,96792,10771,2025-07-02,5,Excellent,Yes
228,106975,37453,2375,2025-05-04,5,Average,No
229,317079,17099,17214,2024-09-14,4,Disappointed,No
230,236483,60858,16044,2022-11-03,4,Good,Yes
231,154686,89846,11849,2025-11-24,5,Good,Yes
232,328621,87095,10577,2026-03-24,5,Good,Yes
233,205531,87967,12049,2025-07-04,3,Excellent,Yes
234,429693,15034,9480,2026-02-22,4,Disappointed,Yes
235,274810,80425,11586,2025-04-15,5,Average,Yes
236,422414,37662,11720,2025-08-14,4,Disappointed,No
237,42639,53263,15993,2025-12-01,5,Disappointed,Yes
238,34815,18585,13622,2022-06-23,4,Excellent,Yes
239,233968,92406,2672,2022-03-06,4,Disappointed,Yes
240,229972,30023,5112,2026-02-19,4,Disappointed,Yes
241,446590,2315,11142,2026-03-18,1,Good,Yes
242,484180,87162,13165,2026-05-04,4,Great,No
243,75391,55455,19712,2026-08-23,4,Poor,Yes
244,1376,41103,19118,2025-08-10,5,Good,Yes
245,151588,77083,13700,2022-10-03,5,Disappointed,Yes
246,56962,17039,11137,2023-05-08,4,Great,Yes
247,266802,12528,10065,2023-02-22,3,Value for Money,Yes
248,358504,59448,18070,2022-03-01,2,Excellent,Yes
249,180096,91180,15520,2025-07-22,5,Great,No
250,91422,50953,8105,2022-01-05,4,Good,Yes
251,125822,82393,12246,2025-02-17,5,Excellent,Yes
252,200964,11284,6194,2024-01-26,5,Value for Money,Yes
253,162420,29342,19605,2025-10-24,5,Value for Money,Yes
254,483336,44793,3382,2024-03-06,4,Great,Yes
255,377853,10806,11520,2024-10-10,5,Great,Yes
256,342716,28346,9772,2026-07-12,5,Poor,Yes
257,227133,7832,17437,2025-08-31,4,Average,Yes
258,221383,85558,1121,2023-04-14,3,Great,Yes
259,291671,1323,2894,2023-08-25,4,Good,Yes
260,372346,50267,15968,2022-07-06,4,Disappointed,Yes
261,209913,8843,9362,2025-12-11,4,Good,Yes
262,388423,88292,1573,2026-06-22,5,Value for Money,No
263,366589,44985,14826,2026-07-25,4,Disappointed,Yes
264,322518,57722,12077,2024-12-24,4,Good,No
265,254000,49574,14036,2023-10-17,5,Poor,Yes
266,92056,67262,7571,2026-06-10,4,Great,Yes
267,196386,18939,18104,2022-11-04,1,Average,Yes
268,246937,80878,1738,2026-04-13,1,Disappointed,Yes
269,248047,44985,10651,2024-05-23,5,Good,No
270,375835,85492,6800,2025-09-24,5,Good,Yes
271,429449,28046,8535,2026-02-18,2,Good,Yes
272,156947,43988,19226,2023-05-16,5,Great,Yes
273,241960,71164,4698,2022-01-08,4,Average,Yes
274,485259,63382,9491,2022-05-02,4,,Yes
275,58165,60746,4903,2026-06-03,3,Average,Yes
276,338469,54890,8998,2023-04-04,4,Great,Yes
277,372392,70906,1519,2024-08-13,4,Value for Money,Yes
278,51809,62551,10382,2026-05-25,5,Excellent,Yes
279,147235,37980,8441,2022-01-04,4,Excellent,Yes
280,348328,81554,13376,2024-02-01,5,Disappointed,No
281,351438,19593,9776,2024-02-05,5,Poor,Yes
282,406606,14835,10906,2026-02-24,1,Poor,Yes
283,447834,32539,19426,2024-07-14,5,Excellent,Yes
284,249711,33494,16728,2024-05-09,2,Average,Yes
285,407717,63041,3510,2024-07-31,5,Poor,Yes
286,271201,17207,8324,2026-03-11,5,Disappointed,No
287,344366,99573,15757,2024-08-29,5,Average,Yes
288,117760,65507,924,2024-03-05,5,Disappointed,Yes
289,451028,20541,4905,2022-12-05,4,Great,Yes
290,57152,65868,8400,2024-07-12,5,Good,Yes
291,427592,96489,13312,2026-07-01,2,Great,No
292,248544,76809,14175,2026-06-11,4,Poor,Yes
293,128372,4247,11018,2025-02-27,5,Good,Yes
294,338453,86556,13663,2024-07-19,5,Good,No
295,83350,52168,13807,2025-09-26,5,Disappointed,No
296,353998,31755,10452,2026-06-26,4,Poor,Yes
297,217676,9828,1523,2025-01-15,4,Excellent,Yes
298,167959,5914,14043,2025-02-12,5,Poor,Yes
299,439266,60458,17400,2024-09-25,4,Average,Yes
300,445325,34297,3703,2026-03-14,5,Average,Yes
301,243518,44954,8879,2024-06-16,4,Poor,Yes
302,474032,53777,531,2025-07-05,4,Disappointed,Yes
303,432964,5297,4608,2025-06-02,5,Value for Money,Yes
304,436187,41695,6251,2025-11-03,4,Disappointed,Yes
305,166328,97092,14022,2023-04-08,5,Poor,Yes
306,379658,98825,7071,2024-10-15,5,Disappointed,Yes
307,358852,37956,14610,2022-12-03,5,Value for Money,Yes
308,235996,38454,7379,2024-12-31,1,Disappointed,Yes
309,400295,48221,9184,2023-06-25,4,Disappointed,No
310,261824,96600,1708,2024-11-04,3,Poor,Yes
311,409474,29371,14787,2023-11-28,3,Excellent,Yes
312,406456,84385,8698,2024-02-19,5,Great,Yes
313,493315,87819,4749,2026-04-07,4,Great,Yes
314,76123,89830,15663,2025-03-29,4,Great,No
315,21991,72626,16292,2024-01-23,3,Average,Yes
316,229096,6188,11984,2023-04-22,3,Average,Yes
317,386576,15887,14038,2023-07-23,5,Excellent,Yes
318,362986,49143,17218,2025-11-19,5,Good,Yes
319,309244,75962,12788,2024-01-07,4,Value for Money,Yes
320,425226,12881,17574,2022-12-07,3,Poor,Yes
321,468194,87649,8418,2023-03-01,5,Excellent,Yes
322,31774,61054,8858,2022-03-20,4,Value for Money,Yes
323,370142,60280,12668,2025-03-26,4,Average,Yes
324,474866,44985,19139,2022-10-30,3,Excellent,No
325,237309,21452,12430,2022-10-22,2,Value for Money,Yes
326,34895,33958,14335,2026-07-19,3,Average,Yes
327,243501,82586,2451,2024-07-07,5,Average,Yes
328,225148,6963,18275,2024-04-11,4,Good,Yes
329,2241,76405,1803,2024-03-18,5,Good,Yes
330,412062,79404,2932,2023-08-06,5,Average,No
331,303156,94811,5526,2023-09-20,4,Disappointed,Yes
332,485018,70498,16189,2023-08-17,5,Excellent,Yes
333,426136,41197,14245,2022-03-07,3,Disappointed,Yes
334,51810,90719,9761,2025-06-11,4,Value for Money,No
335,443170,66213,9945,2026-01-29,4,Excellent,Yes
336,283153,94691,4861,2026-02-08,4,,Yes
337,53993,81722,7395,2025-06-01,4,Average,Yes
338,410821,7982,6938,2023-07-27,5,Average,Yes
339,375643,42220,3865,2025-04-21,5,Disappointed,Yes
340,402687,87747,18525,2022-04-30,5,Excellent,No
341,156338,85193,7226,2022-11-15,5,Disappointed,Yes
342,259984,15351,9566,2023-11-20,5,Good,Yes
343,348249,71398,14141,2023-05-25,5,Average,No
344,139086,2007,3326,2024-04-04,5,Good,Yes
345,230414,87590,7307,2023-02-15,3,Good,Yes
346,63709,45171,14293,2022-05-10,4,Disappointed,Yes
347,140626,87742,17773,2023-08-07,5,Poor,No
348,307672,76598,6677,2024-03-12,4,Average,Yes
349,498298,87037,11889,2023-06-28,5,,Yes
350,272104,47041,17127,2025-04-12,3,Disappointed,Yes
351,111458,55082,16852,2025-01-22,4,Good,Yes
352,127144,25856,9180,2024-10-27,3,Disappointed,Yes
353,78380,71687,19302,2022-07-16,4,Disappointed,Yes
354,154479,17808,6067,2026-04-01,5,Disappointed,No
355,371426,85254,17445,2023-10-28,3,Disappointed,No
356,425069,46475,18535,2023-06-29,4,Good,Yes
357,347801,28115,19350,2026-04-16,5,Good,Yes
358,34234,3623,19375,2024-10-02,5,Good,Yes
359,257894,87034,8111,2023-04-02,1,Value for Money,Yes
360,138739,20006,7444,2024-10-07,5,Great,Yes
361,420944,47335,3964,2025-08-19,5,Value for Money,Yes
362,460384,80867,8756,2026-04-22,5,Value for Money,Yes
363,119456,65230,16278,2026-08-16,4,Average,Yes
364,95002,7898,3484,2025-11-10,3,Great,Yes
365,343800,42974,8754,2023-08-07,4,Poor,Yes
366,390393,62003,15688,2026-08-01,4,Poor,No
367,117812,93799,4664,2023-06-28,4,Great,Yes
368,134715,6740,2755,2022-08-06,1,Great,Yes
369,406189,42203,14158,2023-10-07,5,Poor,Yes
370,258964,64170,10735,2026-07-03,5,Excellent,Yes
371,240526,60850,1637,2025-06-21,4,Great,Yes
372,153946,97234,17634,2022-10-28,5,Excellent,Yes
373,346738,5674,4608,2022-06-01,5,Great,Yes
374,68096,78583,15265,2024-08-12,4,Poor,No
375,63351,64368,4164,2023-06-27,5,Good,Yes
376,216824,18356,10111,2025-02-09,5,Value for Money,Yes
377,33891,29152,7998,2024-12-23,5,Disappointed,Yes
378,355894,85443,2513,2025-04-06,4,Poor,No
379,1366,95937,13933,2024-01-20,3,Disappointed,Yes
380,70369,61635,872,2024-05-04,4,Good,No
381,133297,55575,15448,2025-10-17,5,Great,Yes
382,352364,99449,10913,2022-12-08,4,Disappointed,Yes
383,345206,91544,497,2026-02-18,4,Value for Money,No
384,221171,12409,14679,2026-08-07,4,Value for Money,Yes
385,489614,49123,6075,2023-12-03,4,Value for Money,Yes
386,466178,54708,4368,2025-09-11,5,Average,Yes
387,405019,15375,16990,2023-06-11,3,Disappointed,Yes
388,428632,5827,9823,2025-07-07,4,Disappointed,Yes
389,287393,18463,4135,2024-10-19,1,Value for Money,Yes
390,445789,78861,9831,2024-01-19,4,Great,Yes
391,340849,91813,14660,2025-03-23,4,Poor,Yes
392,428624,14601,875,2024-04-06,5,Poor,Yes
393,205460,47582,6063,2024-04-02,4,Value for Money,Yes
394,394720,80139,19824,2026-05-16,4,Disappointed,Yes
395,374348,70105,14444,2023-09-17,4,Excellent,Yes
396,420513,52852,16305,2026-08-25,5,Disappointed,No
397,301407,71649,6994,2023-04-24,4,Disappointed,Yes
398,467711,88807,15481,2025-08-17,5,Disappointed,Yes
399,366058,5984,8501,2026-05-01,5,Good,Yes
400,142784,65138,841,2023-08-15,1,,Yes
401,255979,47767,6789,2025-03-11,3,Average,No
402,346316,23600,19468,2022-10-20,4,Great,Yes
403,170751,22539,19616,2024-08-28,4,Good,Yes
404,201690,49513,6682,2024-04-22,5,Value for Money,Yes
405,223032,74320,2466,2024-04-21,5,Great,Yes
406,289493,38248,11152,2024-12-01,5,Value for Money,Yes
407,11911,159,17888,2022-09-21,4,Poor,Yes
408,31649,44785,5443,2024-01-08,2,Average,Yes
409,403173,25068,2830,2023-04-15,4,Good,Yes
410,58172,6795,15298,2025-05-24,5,Value for Money,Yes
411,44518,73556,11442,2024-03-03,5,,Yes
412,2815,68785,12674,2024-11-03,5,Value for Money,Yes
413,207541,27956,6203,2022-04-16,4,Average,Yes
414,478749,45027,19437,2025-05-25,5,Good,Yes
415,121035,7459,19876,2023-05-09,5,Great,Yes
416,214962,24331,10019,2022-10-30,4,Poor,Yes
417,421016,92307,19626,2022-09-15,4,Disappointed,Yes
418,107737,64677,19678,2022-11-07,4,Poor,Yes
419,389419,7520,18129,2023-05-01,4,Average,Yes
420,53805,52057,1140,2023-12-19,4,Disappointed,Yes
421,488894,69974,13213,2024-06-07,2,Disappointed,Yes
422,62953,17047,1620,2024-02-04,4,Disappointed,Yes
423,345139,37562,13601,2024-03-17,4,Great,No
424,161718,11764,2529,2024-07-23,2,Value for Money,Yes
425,262466,33437,7047,2023-05-01,5,Great,Yes
426,339097,26971,16401,2022-10-27,4,Disappointed,No
427,493773,87068,19453,2023-03-23,3,Poor,Yes
428,233888,50424,5923,2022-04-09,4,Poor,Yes
429,57623,14490,13099,2024-07-24,5,Good,Yes
430,351644,66055,13305,2023-07-28,4,Value for Money,Yes
431,340298,9543,9451,2023-02-24,4,Good,Yes
432,408219,72626,4927,2024-06-07,3,Poor,No
433,44714,24322,3005,2025-03-25,5,Average,Yes
434,392100,5757,7675,2024-07-20,5,Value for Money,Yes
435,66575,93862,15885,2022-12-31,5,Great,No
436,24976,66660,9079,2023-01-16,5,Good,Yes
437,176311,65225,8138,2025-08-12,4,Average,Yes
438,63868,83672,7329,2026-05-10,5,Poor,Yes
439,333023,54181,7760,2026-05-04,4,Value for Money,Yes
440,365351,54425,6692,2022-05-05,4,Great,Yes
441,115078,7719,2790,2023-04-07,4,Disappointed,Yes
442,321017,19073,10289,2025-08-27,4,Great,No
443,301726,43279,11534,2022-08-04,3,Disappointed,Yes
444,161582,54809,6496,2022-12-07,2,Good,Yes
445,72508,34965,11748,2023-02-22,4,Excellent,Yes
446,11506,45058,16939,2026-03-08,1,Disappointed,Yes
447,404975,78723,8647,2022-10-05,4,Great,Yes
448,300705,70782,12981,2025-11-05,3,Value for Money,Yes
449,456590,17918,14851,2026-05-30,4,Average,Yes
450,272416,49563,5213,2025-12-05,4,Excellent,Yes
451,29813,86340,1727,2022-10-17,5,Disappointed,Yes
452,432628,680,5600,2024-09-18,4,Disappointed,Yes
453,436543,18043,3755,2024-05-03,5,Average,Yes
454,354470,46709,7260,2022-09-10,5,Disappointed,Yes
455,385176,1216,5503,2023-04-14,5,Value for Money,Yes
456,392821,83332,4098,2023-11-20,3,Disappointed,Yes
457,330146,38938,7531,2023-11-23,2,Disappointed,Yes
458,424905,92980,8300,2026-02-02,2,Good,Yes
459,202701,85157,259,2025-02-26,4,Excellent,Yes
460,165460,96618,10328,2024-05-28,3,Excellent,Yes
461,397533,41019,4646,2022-04-23,5,Value for Money,Yes
462,65564,38108,13599,2024-12-10,4,Disappointed,Yes
463,145064,38281,390,2022-04-16,4,Poor,Yes
464,116224,82839,11026,2022-03-23,4,Excellent,Yes
465,246321,82971,6656,2024-09-21,4,Average,No
466,330789,46719,3601,2022-04-03,5,Excellent,Yes
467,340536,7345,14182,2024-04-11,5,Excellent,Yes
468,456278,68302,11420,2023-04-18,4,Excellent,Yes
469,149783,3643,389,2025-12-27,1,Excellent,Yes
470,244516,35692,14114,2022-11-06,5,Disappointed,Yes
471,204657,23169,17812,2025-06-09,5,Poor,Yes
472,164306,67871,13431,2022-09-26,5,Poor,Yes
473,433342,74584,7375,2024-09-30,5,Excellent,Yes
474,495627,2137,19869,2023-07-19,1,Value for Money,Yes
475,354856,13586,18681,2023-06-27,5,Great,Yes
476,11806,16198,14662,2026-07-23,5,Disappointed,Yes
477,334606,52095,2085,2022-11-16,5,Poor,Yes
478,353657,19603,14775,2025-06-25,5,Disappointed,Yes
479,490959,99908,3139,2026-03-24,5,Poor,Yes
480,391243,37844,3134,2023-07-07,3,Great,Yes
481,240529,81744,17447,2024-06-13,5,Disappointed,Yes
482,131780,18705,5744,2025-03-29,1,Disappointed,Yes
483,301650,62181,1444,2025-12-28,4,Poor,Yes
484,301848,67359,3830,2022-10-17,4,Value for Money,Yes
485,255528,51076,1973,2024-09-22,1,Value for Money,No
486,165048,38171,11089,2022-01-13,5,Average,Yes
487,146011,79530,8023,2023-01-09,5,Value for Money,Yes
488,445388,74115,574,2022-08-20,5,Average,Yes
489,161442,74980,18328,2025-01-14,1,Good,Yes
490,305408,29730,6086,2025-10-26,5,Poor,No
491,164573,16045,17353,2024-10-02,5,Poor,Yes
492,394351,42357,10565,2022-07-30,5,Value for Money,Yes
493,139612,16095,18786,2022-04-27,4,Poor,No
494,410217,87950,6491,2023-12-18,5,Value for Money,Yes
495,205620,26917,14593,2022-05-20,5,Average,Yes
496,12152,99625,12344,2025-04-17,5,Poor,No
497,222337,60543,4217,2023-10-28,5,Value for Money,Yes
498,169223,16338,3805,2022-03-10,4,Excellent,Yes
